Name    Lib    X-shift    Y-shift    Height    Result    Confirm 
chip-121    chip-01005-lib    -223um    -56um    96um    OK    OK 
chip-122    chip-01005-lib    127um    -10um    21um    OK    OK 
chip-123    chip-0603-lib    -129um    -184um    335um    OK    OK 
chip-124    chip-0201-lib    -60um    -70um    500um    wrong-part    wrong-part 
chip-125    chip-0402-lib    -349um    65um    67um    OK    OK 
chip-126    chip-0603-lib    -338um    275um    376um    OK    OK 
chip-127    chip-0402-lib    -323um    432um    408um    y-misalign    OK 
chip-128    chip-0201-lib    -308um    259um    39um    OK    OK 
chip-129    chip-0201-lib    232um    493um    73um    y-misalign    y-misalign 
chip-130    chip-0603-lib    -274um    -223um    209um    OK    OK 
chip-131    chip-01005-lib    -116um    -162um    202um    OK    OK 
chip-132    chip-0603-lib    425um    -430um    239um    x-misalign    OK 
chip-133    chip-01005-lib    313um    -160um    496um    wrong-part    y-misalign 
chip-134    chip-01005-lib    81um    365um    137um    OK    OK 
chip-135    chip-1005-lib    -104um    470um    262um    y-misalign    OK 
chip-136    chip-0402-lib    487um    -366um    60um    x-misalign    x-misalign 
chip-137    chip-0402-lib    -139um    -388um    167um    OK    OK 
chip-138    chip-01005-lib    -71um    -77um    7um    missing    missing 
chip-139    chip-0603-lib    333um    267um    356um    OK    OK 
chip-140    chip-0402-lib    359um    313um    402um    OK    OK 
chip-141    chip-0402-lib    -43um    -439um    112um    y-misalign    y-misalign 
chip-142    chip-0201-lib    -463um    -410um    208um    x-misalign    x-misalign 
chip-143    chip-0402-lib    165um    -283um    386um    OK    OK 
chip-144    chip-01005-lib    -467um    344um    355um    x-misalign    x-misalign 
chip-145    chip-01005-lib    -253um    -99um    189um    OK    OK 
chip-146    chip-1005-lib    -362um    -11um    421um    OK    OK 
chip-147    chip-0402-lib    495um    358um    73um    x-misalign    x-misalign 
chip-148    chip-1005-lib    293um    148um    192um    OK    OK 
chip-149    chip-1005-lib    -216um    -239um    334um    OK    OK 
chip-150    chip-0402-lib    318um    197um    47um    OK    OK 
chip-151    chip-1005-lib    147um    -267um    179um    OK    OK 
chip-152    chip-1005-lib    253um    -112um    446um    OK    OK 
chip-153    chip-0402-lib    -373um    195um    258um    OK    OK 
chip-154    chip-0603-lib    -198um    -300um    305um    OK    OK 
chip-155    chip-01005-lib    -456um    -278um    79um    x-misalign    x-misalign 
chip-156    chip-01005-lib    -89um    -163um    295um    OK    OK 
chip-157    chip-1005-lib    417um    -30um    430um    x-misalign    x-misalign 
chip-158    chip-0201-lib    254um    81um    387um    OK    OK 
chip-159    chip-0402-lib    77um    122um    97um    OK    OK 
chip-160    chip-01005-lib    220um    -119um    409um    OK    OK 
chip-161    chip-1005-lib    40um    424um    392um    y-misalign    y-misalign 
chip-162    chip-1005-lib    -80um    422um    99um    y-misalign    OK 
chip-163    chip-01005-lib    -437um    -223um    452um    x-misalign    x-misalign 
chip-164    chip-01005-lib    -151um    448um    105um    y-misalign    OK 
chip-165    chip-0402-lib    -88um    -474um    387um    y-misalign    y-misalign 
chip-166    chip-0402-lib    -444um    293um    474um    x-misalign    missing 
chip-167    chip-1005-lib    -5um    231um    243um    OK    OK 
chip-168    chip-0402-lib    -473um    -458um    264um    x-misalign    x-misalign 
chip-169    chip-0201-lib    16um    -300um    127um    OK    OK 
chip-170    chip-01005-lib    252um    -173um    469um    OK    OK 
chip-171    chip-01005-lib    39um    227um    163um    OK    OK 
chip-172    chip-0402-lib    -131um    98um    106um    OK    OK 
chip-173    chip-1005-lib    -161um    436um    90um    y-misalign    OK 
chip-174    chip-0603-lib    -328um    236um    362um    OK    OK 
chip-175    chip-0201-lib    145um    -36um    341um    OK    OK 
chip-176    chip-1005-lib    -486um    452um    1um    missing    missing 
chip-177    chip-1005-lib    -416um    406um    270um    x-misalign    x-misalign 
chip-178    chip-0402-lib    260um    331um    215um    OK    OK 
chip-179    chip-0201-lib    -393um    -285um    53um    OK    OK 
chip-180    chip-0603-lib    239um    198um    48um    OK    OK 
chip-181    chip-0201-lib    312um    -205um    406um    OK    OK 
chip-182    chip-1005-lib    -163um    -157um    308um    OK    OK 
chip-183    chip-1005-lib    -406um    -182um    346um    x-misalign    OK 
chip-184    chip-0402-lib    105um    33um    58um    OK    OK 
chip-185    chip-0402-lib    397um    -74um    317um    OK    OK 
chip-186    chip-0603-lib    226um    127um    264um    OK    OK 
chip-187    chip-1005-lib    -2um    -101um    411um    OK    OK 
chip-188    chip-0603-lib    437um    -3um    397um    x-misalign    wrong-part 
chip-189    chip-0603-lib    202um    -359um    78um    OK    OK 
chip-190    chip-0201-lib    120um    -220um    442um    OK    OK 
chip-191    chip-0201-lib    30um    197um    140um    OK    OK 
chip-192    chip-01005-lib    -406um    -176um    457um    x-misalign    OK 
chip-193    chip-01005-lib    25um    277um    326um    OK    OK 
chip-194    chip-1005-lib    127um    330um    366um    OK    OK 
chip-195    chip-1005-lib    -299um    432um    441um    y-misalign    y-misalign 
chip-196    chip-0201-lib    -480um    303um    69um    x-misalign    OK 
chip-197    chip-0603-lib    103um    349um    148um    OK    OK 
chip-198    chip-0201-lib    260um    101um    412um    OK    OK 
chip-199    chip-0603-lib    -190um    331um    424um    OK    OK 
chip-200    chip-1005-lib    226um    356um    147um    OK    OK 
chip-201    chip-1005-lib    17um    -147um    336um    OK    OK 
chip-202    chip-0603-lib    -446um    -62um    211um    x-misalign    x-misalign 
chip-203    chip-1005-lib    434um    282um    163um    x-misalign    OK 
chip-204    chip-0201-lib    -80um    449um    357um    y-misalign    OK 
chip-205    chip-0201-lib    408um    -467um    331um    x-misalign    x-misalign 
chip-206    chip-0402-lib    36um    -338um    149um    OK    OK 
chip-207    chip-0402-lib    -238um    -204um    353um    OK    OK 
chip-208    chip-0603-lib    -140um    -212um    262um    OK    OK 
chip-209    chip-0201-lib    191um    -143um    495um    wrong-part    OK 
chip-210    chip-01005-lib    271um    235um    305um    OK    OK 
chip-211    chip-1005-lib    416um    -384um    166um    x-misalign    OK 
chip-212    chip-0603-lib    -467um    -203um    345um    x-misalign    x-misalign 
chip-213    chip-0402-lib    -227um    -247um    388um    OK    OK 
chip-214    chip-1005-lib    -449um    178um    26um    x-misalign    x-misalign 
chip-215    chip-0603-lib    -380um    441um    56um    y-misalign    OK 
chip-216    chip-0201-lib    493um    242um    171um    x-misalign    x-misalign 
chip-217    chip-01005-lib    -137um    352um    235um    OK    OK 
chip-218    chip-0402-lib    -340um    89um    240um    OK    OK 
chip-219    chip-1005-lib    448um    353um    97um    x-misalign    x-misalign 
chip-220    chip-0402-lib    -480um    -52um    230um    x-misalign    x-misalign 
chip-221    chip-0201-lib    278um    94um    448um    OK    OK 
chip-222    chip-01005-lib    -294um    36um    65um    OK    OK 
chip-223    chip-0603-lib    -347um    -267um    215um    OK    OK 
chip-224    chip-01005-lib    -401um    -110um    280um    x-misalign    OK 
chip-225    chip-1005-lib    412um    -443um    116um    x-misalign    OK 
chip-226    chip-01005-lib    -197um    -19um    245um    OK    OK 
chip-227    chip-0603-lib    -31um    166um    81um    OK    OK 
chip-228    chip-0603-lib    262um    -210um    138um    OK    OK 
chip-229    chip-01005-lib    62um    31um    437um    OK    OK 
chip-230    chip-01005-lib    80um    424um    474um    y-misalign    OK 
chip-231    chip-0603-lib    -380um    278um    331um    OK    OK 
chip-232    chip-1005-lib    349um    236um    308um    OK    OK 
chip-233    chip-1005-lib    198um    258um    277um    OK    OK 
chip-234    chip-01005-lib    81um    -434um    302um    y-misalign    OK 
chip-235    chip-0603-lib    -183um    64um    255um    OK    OK 
chip-236    chip-0603-lib    -215um    49um    424um    OK    OK 
chip-237    chip-0603-lib    -189um    -456um    276um    y-misalign    OK 
chip-238    chip-0201-lib    179um    -198um    402um    OK    OK 
chip-239    chip-0603-lib    474um    -323um    401um    x-misalign    OK 
chip-240    chip-01005-lib    319um    109um    132um    OK    OK 
chip-241    chip-01005-lib    -212um    -241um    322um    OK    OK 
chip-242    chip-0603-lib    -58um    -316um    393um    OK    OK 
chip-243    chip-1005-lib    -280um    409um    22um    y-misalign    OK 
chip-244    chip-01005-lib    -53um    483um    42um    y-misalign    y-misalign 
chip-245    chip-0201-lib    -480um    368um    171um    x-misalign    x-misalign 
chip-246    chip-0402-lib    -192um    496um    486um    y-misalign    OK 
chip-247    chip-0402-lib    -86um    -121um    38um    OK    OK 
chip-248    chip-0402-lib    469um    -210um    185um    x-misalign    OK 
chip-249    chip-1005-lib    64um    -176um    404um    OK    OK 
chip-250    chip-01005-lib    -228um    55um    41um    OK    OK 
chip-251    chip-0201-lib    206um    62um    3um    missing    missing 
chip-252    chip-0603-lib    35um    -144um    273um    OK    OK 
chip-253    chip-1005-lib    212um    420um    197um    y-misalign    OK 
chip-254    chip-1005-lib    296um    -445um    443um    y-misalign    OK 
chip-255    chip-0603-lib    -92um    -244um    150um    OK    OK 
chip-256    chip-1005-lib    -487um    366um    97um    x-misalign    x-misalign 
chip-257    chip-1005-lib    -199um    -443um    385um    y-misalign    y-misalign 
chip-258    chip-0402-lib    -97um    168um    370um    OK    OK 
chip-259    chip-0603-lib    -234um    370um    65um    OK    OK 
chip-260    chip-01005-lib    412um    -207um    496um    x-misalign    OK 
chip-261    chip-0402-lib    6um    -196um    216um    OK    OK 
chip-262    chip-0402-lib    -81um    -389um    19um    missing    OK 
chip-263    chip-1005-lib    -281um    -408um    158um    y-misalign    y-misalign 
chip-264    chip-01005-lib    -401um    -358um    226um    x-misalign    OK 
chip-265    chip-01005-lib    352um    -347um    336um    OK    OK 
chip-266    chip-1005-lib    442um    -10um    343um    x-misalign    x-misalign 
chip-267    chip-0603-lib    273um    256um    409um    OK    OK 
chip-268    chip-0603-lib    3um    159um    421um    OK    OK 
chip-269    chip-0402-lib    199um    -138um    344um    OK    OK 
chip-270    chip-1005-lib    89um    -399um    364um    OK    OK 
chip-271    chip-0201-lib    495um    410um    314um    x-misalign    OK 
chip-272    chip-1005-lib    -46um    -201um    323um    OK    OK 
chip-273    chip-1005-lib    -499um    -260um    495um    x-misalign    x-misalign 
chip-274    chip-1005-lib    420um    190um    348um    x-misalign    x-misalign 
chip-275    chip-1005-lib    472um    -402um    483um    x-misalign    x-misalign 
chip-276    chip-0603-lib    -137um    18um    484um    wrong-part    wrong-part 
chip-277    chip-0201-lib    349um    47um    201um    OK    OK 
chip-278    chip-0603-lib    305um    -145um    317um    OK    OK 
chip-279    chip-0201-lib    -142um    490um    253um    y-misalign    y-misalign 
chip-280    chip-0603-lib    259um    -423um    449um    y-misalign    OK 
chip-281    chip-0402-lib    -355um    -218um    107um    OK    OK 
chip-282    chip-0201-lib    188um    -96um    291um    OK    OK 
chip-283    chip-0201-lib    294um    -500um    309um    y-misalign    OK 
chip-284    chip-0603-lib    -281um    -319um    14um    missing    missing 
chip-285    chip-0402-lib    139um    194um    110um    OK    OK 
chip-286    chip-0201-lib    31um    -398um    66um    OK    OK 
chip-287    chip-0201-lib    -328um    234um    261um    OK    OK 
chip-288    chip-0402-lib    25um    128um    239um    OK    OK 
chip-289    chip-0603-lib    -154um    -3um    478um    wrong-part    wrong-part 
chip-290    chip-0201-lib    -4um    -98um    464um    OK    OK 
chip-291    chip-0201-lib    -88um    -428um    192um    y-misalign    y-misalign 
chip-292    chip-0201-lib    100um    247um    425um    OK    OK 
chip-293    chip-01005-lib    -346um    21um    95um    OK    OK 
chip-294    chip-0402-lib    -273um    21um    165um    OK    OK 
chip-295    chip-1005-lib    -22um    -409um    270um    y-misalign    OK 
chip-296    chip-0201-lib    -336um    -136um    163um    OK    OK 
chip-297    chip-01005-lib    -182um    -275um    202um    OK    OK 
chip-298    chip-0201-lib    -489um    154um    13um    missing    OK 
chip-299    chip-0201-lib    -145um    256um    131um    OK    OK 
chip-300    chip-0603-lib    -70um    -417um    393um    y-misalign    OK 
chip-301    chip-1005-lib    -125um    463um    65um    y-misalign    OK 
chip-302    chip-01005-lib    -167um    -13um    70um    OK    OK 
chip-303    chip-01005-lib    -209um    209um    408um    OK    OK 
chip-304    chip-1005-lib    55um    444um    386um    y-misalign    x-misalign 
chip-305    chip-01005-lib    416um    55um    210um    x-misalign    x-misalign 
chip-306    chip-0603-lib    399um    -252um    409um    OK    OK 
chip-307    chip-0603-lib    -163um    2um    243um    OK    OK 
chip-308    chip-0201-lib    86um    -286um    273um    OK    OK 
chip-309    chip-0201-lib    -362um    -242um    140um    OK    OK 
chip-310    chip-0201-lib    307um    -219um    182um    OK    OK 
chip-311    chip-01005-lib    -348um    102um    306um    OK    OK 
chip-312    chip-01005-lib    20um    470um    411um    y-misalign    y-misalign 
chip-313    chip-01005-lib    -228um    195um    286um    OK    OK 
chip-314    chip-0603-lib    -385um    -110um    198um    OK    OK 
chip-315    chip-0201-lib    148um    -133um    181um    OK    OK 
chip-316    chip-0603-lib    98um    418um    329um    y-misalign    y-misalign 
chip-317    chip-0402-lib    287um    390um    234um    OK    OK 
chip-318    chip-01005-lib    381um    479um    106um    y-misalign    y-misalign 
chip-319    chip-01005-lib    -396um    -132um    486um    wrong-part    OK 
chip-320    chip-0201-lib    301um    23um    166um    OK    OK 
chip-321    chip-01005-lib    -238um    -476um    153um    y-misalign    OK 
chip-322    chip-0201-lib    2um    -213um    257um    OK    OK 
chip-323    chip-1005-lib    -190um    253um    482um    wrong-part    OK 
chip-324    chip-01005-lib    43um    -473um    416um    y-misalign    y-misalign 
chip-325    chip-0402-lib    129um    256um    165um    OK    OK 
chip-326    chip-0603-lib    -1um    345um    233um    OK    OK 
chip-327    chip-0201-lib    191um    436um    405um    y-misalign    y-misalign 
chip-328    chip-0603-lib    -275um    -486um    353um    y-misalign    y-misalign 
chip-329    chip-0402-lib    -361um    -92um    155um    OK    OK 
chip-330    chip-0201-lib    -293um    -36um    299um    OK    OK 
chip-331    chip-0603-lib    -176um    -439um    216um    y-misalign    OK 
chip-332    chip-01005-lib    -290um    -456um    48um    y-misalign    OK 
chip-333    chip-0402-lib    370um    -414um    407um    y-misalign    OK 
chip-334    chip-01005-lib    70um    -309um    170um    OK    OK 
chip-335    chip-0201-lib    -393um    -348um    254um    OK    OK 
chip-336    chip-0402-lib    -241um    -123um    186um    OK    OK 
chip-337    chip-1005-lib    308um    351um    332um    OK    OK 
chip-338    chip-01005-lib    -156um    259um    217um    OK    OK 
chip-339    chip-0201-lib    44um    143um    423um    OK    OK 
chip-340    chip-1005-lib    -444um    390um    271um    x-misalign    x-misalign 
chip-341    chip-0201-lib    249um    283um    453um    OK    OK 
chip-342    chip-0201-lib    310um    -235um    358um    OK    OK 
chip-343    chip-01005-lib    -112um    73um    363um    OK    OK 
chip-344    chip-0201-lib    -85um    -232um    372um    OK    OK 
chip-345    chip-0603-lib    374um    -121um    287um    OK    OK 
chip-346    chip-0603-lib    92um    473um    250um    y-misalign    y-misalign 
chip-347    chip-0201-lib    -401um    187um    420um    x-misalign    OK 
chip-348    chip-0402-lib    -49um    -391um    108um    OK    OK 
chip-349    chip-0201-lib    283um    360um    448um    OK    OK 
chip-350    chip-01005-lib    491um    491um    342um    x-misalign    OK 
chip-351    chip-0603-lib    -430um    168um    424um    x-misalign    OK 
chip-352    chip-0402-lib    -247um    -37um    445um    OK    OK 
chip-353    chip-0402-lib    325um    -289um    121um    OK    OK 
chip-354    chip-0201-lib    -164um    284um    71um    OK    OK 
chip-355    chip-1005-lib    342um    -277um    77um    OK    OK 
chip-356    chip-1005-lib    -25um    216um    202um    OK    OK 
chip-357    chip-01005-lib    -194um    193um    259um    OK    OK 
chip-358    chip-0402-lib    165um    -14um    166um    OK    OK 
chip-359    chip-1005-lib    319um    -408um    250um    y-misalign    x-misalign 
chip-360    chip-0201-lib    -499um    -242um    242um    x-misalign    OK 
chip-361    chip-0603-lib    444um    -45um    432um    x-misalign    x-misalign 
chip-362    chip-0402-lib    -435um    381um    105um    x-misalign    OK 
chip-363    chip-0402-lib    222um    -118um    171um    OK    OK 
chip-364    chip-1005-lib    338um    267um    29um    OK    OK 
chip-365    chip-0402-lib    -106um    396um    418um    OK    OK 
chip-366    chip-1005-lib    170um    -197um    221um    OK    OK 
chip-367    chip-01005-lib    -191um    -449um    426um    y-misalign    OK 
chip-368    chip-1005-lib    -51um    145um    381um    OK    OK 
chip-369    chip-1005-lib    248um    -432um    403um    y-misalign    y-misalign 
chip-370    chip-01005-lib    -259um    259um    160um    OK    OK 
chip-371    chip-0201-lib    -347um    260um    469um    OK    OK 
chip-372    chip-0603-lib    282um    227um    472um    OK    OK 
chip-373    chip-0201-lib    207um    138um    237um    OK    OK 
chip-374    chip-1005-lib    -368um    195um    181um    OK    OK 
chip-375    chip-0603-lib    -302um    -44um    406um    OK    OK 
chip-376    chip-0603-lib    -183um    -418um    411um    y-misalign    y-misalign 
chip-377    chip-0201-lib    -51um    -428um    28um    y-misalign    y-misalign 
chip-378    chip-0201-lib    -186um    -273um    144um    OK    OK 
chip-379    chip-1005-lib    -400um    251um    227um    OK    OK 
chip-380    chip-0201-lib    -457um    -491um    422um    x-misalign    x-misalign 
chip-381    chip-0201-lib    369um    124um    378um    OK    OK 
chip-382    chip-0201-lib    154um    -112um    89um    OK    OK 
chip-383    chip-0201-lib    -478um    -129um    123um    x-misalign    OK 
chip-384    chip-0603-lib    27um    -87um    228um    OK    OK 
chip-385    chip-0603-lib    186um    486um    194um    y-misalign    y-misalign 
chip-386    chip-0201-lib    57um    74um    375um    OK    OK 
chip-387    chip-1005-lib    398um    345um    283um    OK    OK 
chip-388    chip-01005-lib    48um    230um    279um    OK    OK 
chip-389    chip-01005-lib    -470um    58um    452um    x-misalign    x-misalign 
chip-390    chip-0201-lib    158um    -29um    81um    OK    OK 
chip-391    chip-0603-lib    257um    -356um    218um    OK    OK 
chip-392    chip-01005-lib    403um    -353um    373um    x-misalign    x-misalign 
chip-393    chip-0201-lib    -335um    -343um    218um    OK    OK 
chip-394    chip-01005-lib    -205um    11um    58um    OK    OK 
chip-395    chip-0603-lib    -238um    47um    150um    OK    OK 
chip-396    chip-0402-lib    129um    86um    80um    OK    OK 
chip-397    chip-0201-lib    309um    -152um    425um    OK    OK 
chip-398    chip-0402-lib    -76um    414um    101um    y-misalign    OK 
chip-399    chip-0402-lib    -18um    362um    36um    OK    OK 
chip-400    chip-0402-lib    106um    -394um    268um    OK    OK 
ic-001    ic-plcc-lib    -150um    400um    24um    OK    OK 
ic-002    ic-sop-lib    382um    -438um    2755um    y-misalign    y-misalign 
ic-003    ic-sop-lib    -294um    161um    2866um    OK    OK 
ic-004    ic-dip-lib    479um    161um    875um    x-misalign    OK 
ic-005    ic-plcc-lib    447um    -366um    4263um    x-misalign    OK 
ic-006    ic-dip-lib    464um    -159um    3723um    x-misalign    OK 
ic-007    ic-plcc-lib    -170um    -396um    806um    OK    OK 
ic-008    ic-qfp-lib    300um    406um    758um    y-misalign    y-misalign 
ic-009    ic-sop-lib    368um    136um    2525um    OK    OK 
ic-010    ic-dip-lib    -444um    20um    3225um    x-misalign    OK 
ic-011    ic-dip-lib    -385um    -321um    3121um    OK    OK 
ic-012    ic-qfp-lib    -351um    -346um    248um    OK    OK 
ic-013    ic-plcc-lib    -322um    -151um    2166um    OK    OK 
ic-014    ic-plcc-lib    77um    273um    3092um    OK    OK 
ic-015    ic-sop-lib    -385um    396um    1287um    OK    OK 
ic-016    ic-bga-lib    20um    146um    1154um    OK    OK 
ic-017    ic-sop-lib    -230um    -23um    4454um    OK    OK 
ic-018    ic-bga-lib    485um    339um    2947um    x-misalign    OK 
ic-019    ic-sop-lib    363um    -475um    3034um    y-misalign    OK 
ic-020    ic-dip-lib    -144um    281um    4622um    OK    OK 
ic-021    ic-bga-lib    -144um    181um    3928um    OK    OK 
ic-022    ic-qfp-lib    -398um    -71um    799um    OK    OK 
ic-023    ic-qfp-lib    49um    226um    2574um    OK    OK 
ic-024    ic-plcc-lib    -375um    397um    3332um    OK    OK 
